bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
4,4.0,2764,2807.0,2,103,1,0,0,0,15.97,681339.0,0
5,5.0,3950,4907.0,2,86,1,0,0,1,4.89,1026845.0,1
5,5.0,3924,8664.0,1,49,1,1,0,0,12.19,1068290.0,1
4,4.0,2005,10349.0,1,10,1,0,1,1,9.73,771975.0,0
4,4.0,2465,4845.0,2,53,1,1,0,0,21.14,702643.0,0
3,3.5,2561,10346.0,1,46,1,0,1,1,7.76,886187.0,1
3,3.5,2446,3670.0,1,70,1,1,0,1,10.07,787713.0,0
3,3.0,2208,2020.0,1,27,1,1,0,1,3.55,649701.0,0
3,4.0,2583,1852.0,2,46,1,0,0,0,22.34,680231.0,0
5,5.0,3238,4492.0,2,21,0,0,0,1,4.56,1061130.0,1
4,5.0,3488,5669.0,2,120,1,0,0,1,8.75,875370.0,1
3,3.0,2308,4089.0,1,25,1,1,0,0,8.76,610880.0,0
5,5.0,3802,4829.0,1,72,1,0,0,0,13.91,953955.0,1
3,4.0,2716,1976.0,1,58,1,0,0,1,1.84,848981.0,1
2,2.0,1039,5191.0,2,90,1,0,0,0,18.81,429890.0,0
4,4.0,2360,4786.0,1,13,0,0,0,1,3.99,696384.0,0
3,3.5,2639,5906.0,3,116,1,1,0,0,20.53,693928.0,0
4,4.0,3207,2716.0,3,93,1,1,0,1,13.86,831780.0,1
3,3.5,2473,4590.0,1,24,0,1,0,1,3.77,746264.0,0
4,4.0,3548,2404.0,2,41,1,1,0,0,20.82,846249.0,1
3,3.0,1960,1886.0,1,59,1,0,0,1,9.33,642743.0,0
4,4.5,2198,1847.0,1,29,1,1,0,0,20.74,584752.0,0
4,4.5,3044,2901.0,2,75,1,0,0,1,1.14,918538.0,1
4,4.5,2823,3593.0,1,25,0,1,0,1,3.32,805331.0,1
3,3.0,2963,3725.0,2,4,0,1,1,1,9.9,781539.0,0
4,5.0,3531,7417.0,2,34,0,1,0,1,9.16,1069144.0,1
4,4.0,3293,5271.0,1,15,1,1,0,1,2.94,1077417.0,1
4,4.0,2573,2735.0,2,114,1,0,0,1,9.48,756975.0,0
5,5.0,2679,14887.0,1,5,1,1,1,1,4.12,1078209.0,1
6,5.0,4016,2504.0,1,31,1,0,0,1,7.15,1034831.0,1
4,4.0,3048,1572.0,1,36,1,0,0,1,3.11,838246.0,1
3,3.0,2547,5213.0,2,21,1,0,0,1,2.07,785173.0,0
4,4.5,2985,2829.0,2,76,0,1,0,1,4.45,800668.0,1
3,3.0,2614,3121.0,1,19,1,1,0,0,21.21,648362.0,0
4,4.0,2644,2901.0,2,69,1,0,0,1,7.83,859682.0,1
4,4.0,3103,2289.0,2,32,1,1,0,0,5.36,851405.0,1
3,3.0,2134,3397.0,1,123,1,0,0,1,2.26,735020.0,0
3,3.0,2214,3817.0,2,6,1,0,1,1,1.48,800164.0,1
4,4.0,3198,1665.0,2,105,1,1,0,0,22.59,789562.0,0
2,3.0,1514,2378.0,1,45,1,1,0,1,8.0,527357.0,0
6,5.0,4116,6146.0,1,56,1,0,0,1,5.9,1149736.0,1
3,3.0,2553,2663.0,2,23,1,0,0,0,12.94,661024.0,0
4,4.5,3110,2179.0,1,47,1,1,0,0,15.64,719342.0,0
4,5.0,3388,1788.0,2,6,1,0,1,1,8.34,994356.0,1
4,4.0,2641,2953.0,1,102,1,0,0,1,11.96,739606.0,0
6,5.0,4273,2240.0,2,20,1,1,0,0,14.78,1123273.0,1
2,2.0,914,6056.0,2,86,1,1,0,1,6.65,465083.0,0
2,3.0,1163,12150.0,1,35,1,0,0,0,14.37,569355.0,0
4,4.0,3953,1530.0,2,19,0,0,0,0,20.71,900219.0,1
5,5.0,4467,16140.0,2,99,1,1,0,1,3.62,1343605.0,1
3,3.5,2016,2671.0,1,8,1,0,1,1,5.68,680412.0,0
4,4.5,3095,3030.0,3,41,1,0,1,1,12.23,925095.0,1
4,4.0,2762,3190.0,2,39,1,0,0,1,10.45,822394.0,1
6,5.0,4349,6563.0,1,94,0,0,0,1,12.37,1090307.0,1
4,4.5,2188,1796.0,1,28,1,1,0,1,2.25,683160.0,0
3,3.5,2213,6042.0,2,54,1,0,0,0,18.21,663518.0,0
4,4.0,2971,2872.0,1,9,0,1,1,1,7.14,926010.0,1
1,1.5,1135,2571.0,1,2,1,1,1,1,7.39,282938.0,0
1,1.0,600,4218.0,2,89,1,0,0,1,9.06,290721.0,0
5,5.0,4536,4347.0,2,101,1,0,0,1,4.12,1188980.0,1
5,5.0,2869,3895.0,2,79,1,0,0,1,3.99,886029.0,1
3,4.0,2460,7508.0,2,47,1,1,0,1,7.67,826812.0,1
5,5.0,3762,2218.0,1,9,1,1,1,0,9.99,987816.0,1
2,3.0,2227,2068.0,2,78,1,1,0,1,6.95,636214.0,0
6,5.0,5388,2174.0,2,8,1,0,1,1,7.97,1455879.0,1
2,3.0,1272,1546.0,2,10,1,1,1,0,15.99,429438.0,0
3,3.0,2545,3375.0,1,54,1,0,0,1,1.67,774285.0,0
4,4.0,2332,5043.0,1,21,1,0,0,0,19.74,552866.0,0
3,3.0,1837,5795.0,2,105,1,1,0,1,9.96,614905.0,0
5,5.0,4078,3239.0,2,66,1,1,0,0,14.77,1050517.0,1
3,3.5,2215,5168.0,1,58,1,1,0,1,4.58,707628.0,0
3,4.0,2394,1985.0,2,42,1,1,0,0,18.68,600152.0,0
3,3.5,1550,3598.0,2,58,1,0,0,1,8.26,539007.0,0
5,5.0,3624,2703.0,1,75,1,1,1,1,11.65,1017766.0,1
1,1.0,1041,6284.0,1,60,1,0,0,1,6.05,416800.0,0
3,3.0,1909,5488.0,1,26,0,1,0,1,7.45,687615.0,0
5,5.0,3528,3422.0,1,21,1,1,0,1,13.08,1026073.0,1
4,4.5,3335,5629.0,3,17,0,1,0,1,4.52,911580.0,1
3,3.0,1706,3446.0,1,60,1,0,0,0,21.24,500873.0,0
4,4.0,3150,2608.0,1,4,1,1,1,0,12.96,864388.0,1
4,4.0,2672,5467.0,2,44,1,1,0,0,11.65,775931.0,0
3,3.0,3310,3350.0,1,41,1,0,0,1,13.42,855663.0,1
4,4.0,2865,1622.0,1,65,1,1,1,1,4.1,940549.0,1
3,4.0,2643,4565.0,1,69,1,1,0,0,9.68,769163.0,0
6,5.0,3820,1832.0,1,33,0,1,1,1,8.87,971880.0,1
3,3.5,1891,5027.0,1,57,1,0,0,1,7.9,564647.0,0
3,3.0,2206,6328.0,2,13,0,1,0,1,10.11,720478.0,0
5,5.0,4139,2546.0,2,121,1,0,0,1,6.42,1074985.0,1
5,5.0,4090,3181.0,1,26,0,1,0,1,5.75,1213004.0,1
4,4.0,3283,2469.0,1,63,0,1,0,0,24.7,789486.0,0
3,3.5,2103,6071.0,1,96,1,1,1,1,3.49,728331.0,0
4,4.0,3131,17242.0,2,113,0,0,0,0,15.63,955681.0,1
2,2.0,1783,1897.0,1,14,1,1,0,0,21.87,447013.0,0
4,4.0,2040,4220.0,1,107,1,0,1,1,7.7,739290.0,0
3,3.0,1393,3306.0,3,68,1,0,0,1,10.03,505420.0,0
3,3.0,2340,1679.0,1,10,1,0,1,0,16.91,599531.0,0
4,4.0,3156,1977.0,2,84,1,1,0,1,7.97,869854.0,1
3,3.0,2155,5551.0,2,31,1,1,0,1,7.09,684074.0,0
5,5.0,4134,6656.0,1,27,1,0,0,1,3.79,1136844.0,1
3,3.5,1944,4783.0,2,47,0,1,0,1,6.28,607292.0,0
6,5.0,4458,1930.0,1,19,1,1,0,1,10.52,1172394.0,1
5,5.0,3964,6048.0,1,66,1,1,0,1,3.37,1150520.0,1
3,3.5,1938,4836.0,1,61,0,1,0,0,19.03,509774.0,0
2,2.0,1813,4197.0,2,47,1,0,0,1,2.56,670539.0,0
2,2.0,1388,2275.0,1,21,0,1,0,1,3.24,523104.0,0
4,4.5,2378,6391.0,1,62,0,0,0,0,24.59,616699.0,0
4,4.5,2730,5557.0,2,86,1,0,1,0,15.86,751231.0,0
5,5.0,3863,1864.0,2,55,1,1,0,0,4.66,995558.0,1
2,2.5,2303,5869.0,1,125,1,0,0,0,15.78,602420.0,0
4,5.0,3407,2467.0,1,11,1,0,1,0,13.0,918444.0,1
4,4.5,2091,3050.0,2,6,0,0,1,0,11.98,661293.0,0
4,4.0,3731,2749.0,1,121,1,1,0,1,4.71,956151.0,1
3,3.0,1887,3568.0,1,109,1,0,0,0,16.69,461827.0,0
3,3.0,2483,6900.0,1,30,1,0,0,1,2.48,776472.0,0
3,3.5,1833,11138.0,2,21,1,0,0,1,4.34,703879.0,0
4,4.5,2904,4367.0,1,45,1,1,1,1,9.84,861314.0,1
4,4.0,3236,6170.0,2,11,1,1,0,0,9.2,904820.0,1
3,3.0,2605,1601.0,1,37,1,0,0,1,5.77,712202.0,0
4,5.0,3838,4420.0,2,40,1,0,1,1,1.76,1124105.0,1
5,5.0,4360,2390.0,1,45,1,1,0,0,11.71,1173318.0,1
2,2.0,1231,8539.0,1,25,1,1,0,1,3.87,507425.0,0
5,5.0,4011,1803.0,1,86,1,0,1,1,7.87,1077535.0,1
4,4.0,2299,2721.0,1,14,1,0,0,0,24.51,555705.0,0
3,3.5,2943,4160.0,1,96,0,0,0,0,19.57,658297.0,0
3,3.5,1669,1504.0,1,70,1,0,0,1,4.91,473487.0,0
3,3.0,2022,1799.0,2,42,1,1,0,1,7.02,631493.0,0
4,4.5,3241,4056.0,1,33,1,1,0,1,10.63,821910.0,1
6,5.0,3891,2500.0,1,125,1,1,0,1,11.43,1137312.0,1
4,4.0,2825,5164.0,1,38,1,0,0,0,12.4,759425.0,0
2,2.0,1316,3324.0,1,29,1,0,0,0,14.14,407281.0,0
4,5.0,3768,1519.0,3,21,1,0,0,1,8.27,994485.0,1
4,4.0,3530,1936.0,1,49,0,1,0,1,6.61,913101.0,1
6,5.0,3496,6841.0,1,6,1,0,1,1,11.37,1167434.0,1
3,3.5,2037,1702.0,1,56,1,0,0,1,13.96,638389.0,0
4,5.0,3586,2328.0,1,10,1,0,1,1,4.27,1031904.0,1
6,5.0,3870,4632.0,1,106,1,1,0,0,9.71,1069076.0,1
3,3.0,2730,2020.0,2,78,1,1,0,1,9.52,767132.0,0
5,5.0,3997,1804.0,3,63,1,0,0,1,11.0,1113451.0,1
5,5.0,3870,2870.0,1,8,0,1,1,1,12.67,1058738.0,1
3,3.5,2666,13551.0,1,56,1,1,0,0,20.38,772343.0,0
3,4.0,2139,2677.0,1,73,0,1,0,0,19.57,588202.0,0
4,4.5,2845,4206.0,1,82,1,1,0,0,23.31,719196.0,0
5,5.0,3419,1862.0,3,106,1,1,0,0,13.51,956299.0,1
3,3.5,1798,4203.0,2,2,1,0,1,0,20.94,444739.0,0
4,4.0,3490,1952.0,2,30,1,0,0,1,6.84,902019.0,1
2,2.0,1079,4085.0,2,52,0,1,1,1,11.31,418639.0,0
5,5.0,3214,5439.0,2,25,1,0,0,1,2.05,1009346.0,1
3,3.5,2377,2062.0,2,123,1,1,0,1,8.65,650707.0,0
3,3.0,2736,8513.0,1,91,0,1,0,1,3.09,805621.0,1
2,2.0,1092,4935.0,2,40,0,1,0,1,8.76,451343.0,0
4,4.0,2255,7327.0,1,45,1,0,1,1,10.8,773079.0,0
3,4.0,2500,1868.0,1,80,1,0,0,0,13.27,705121.0,0
3,3.5,2408,6831.0,2,8,1,0,1,1,3.18,761618.0,0
5,5.0,3697,4412.0,1,94,1,0,0,1,11.58,821227.0,1
2,2.0,1286,5176.0,1,68,1,1,0,1,5.44,441934.0,0
4,5.0,4112,4639.0,2,5,1,1,1,1,4.04,1170651.0,1
3,4.0,2762,6632.0,2,104,0,1,0,1,6.52,893889.0,1
4,4.5,2500,2055.0,2,81,1,0,0,1,1.16,762919.0,0
4,4.0,2441,2433.0,2,16,0,1,0,0,14.47,710455.0,0
3,4.0,2866,5098.0,1,27,1,0,1,1,2.48,917830.0,1
5,5.0,3424,3583.0,2,28,0,0,0,0,11.92,885265.0,1
2,2.5,1827,5313.0,2,21,0,0,0,0,18.43,410611.0,0
2,2.5,1391,5789.0,1,15,1,0,1,1,7.02,622167.0,0
4,4.5,3224,2608.0,2,6,1,1,1,0,20.46,808628.0,1
3,3.0,1666,3666.0,2,84,0,0,0,1,4.31,484044.0,0
4,4.0,3482,1572.0,2,6,1,1,1,1,3.08,1049076.0,1
5,5.0,4070,6075.0,1,30,1,0,0,1,7.04,1106851.0,1
3,3.5,2067,1839.0,1,70,0,1,0,0,21.34,452512.0,0
3,3.0,2809,3166.0,2,79,1,0,0,1,4.8,766094.0,0
4,4.0,2547,3211.0,1,24,1,1,0,0,9.28,768524.0,0
3,3.5,2623,5930.0,1,113,1,1,0,0,11.94,766047.0,0
2,2.5,1532,7490.0,2,67,1,0,0,0,12.45,419019.0,0
4,4.0,3181,2001.0,1,28,0,0,0,1,3.81,903957.0,1
4,4.5,3123,4004.0,2,85,0,0,0,1,3.54,1010175.0,1
3,3.5,2245,2425.0,2,85,1,1,0,1,2.85,734738.0,0
3,3.0,2756,5482.0,2,20,1,1,0,0,13.27,758416.0,0
2,3.0,2109,7168.0,2,35,1,1,0,0,20.09,635496.0,0
3,3.5,2526,2622.0,2,109,0,1,0,0,22.4,520976.0,0
1,1.5,943,4987.0,2,82,1,1,0,0,18.2,303315.0,0
5,5.0,4109,6156.0,1,57,1,0,0,1,3.43,1209550.0,1
3,4.0,2456,4179.0,2,40,1,0,0,0,15.52,666737.0,0
5,5.0,4531,5406.0,2,37,1,1,0,1,2.17,1266887.0,1
5,5.0,4249,3973.0,1,85,1,1,0,0,17.61,1013727.0,1
4,4.0,3098,7323.0,2,117,0,1,0,1,6.5,933874.0,1
3,3.0,2547,3030.0,1,4,1,0,1,1,3.78,698574.0,0
3,3.0,2017,3837.0,2,102,0,1,1,1,5.07,638525.0,0
3,4.0,2377,1506.0,1,19,0,0,0,0,15.34,536903.0,0
4,4.0,3428,5389.0,1,97,1,0,0,1,3.0,1050108.0,1
4,4.0,2829,1692.0,2,98,0,0,0,1,0.5,898357.0,1
5,5.0,3533,2781.0,2,29,1,1,0,1,11.27,1043731.0,1
4,4.0,2749,7308.0,1,17,1,0,1,1,2.7,848151.0,1
3,3.5,2331,5154.0,1,57,1,0,0,1,6.63,729181.0,0
2,2.0,1336,3330.0,3,55,1,0,1,1,8.97,447052.0,0
4,4.5,2965,3990.0,1,57,0,1,0,0,20.36,837395.0,1
2,2.5,1893,4696.0,2,67,1,0,1,1,9.57,684678.0,0
3,3.0,2240,1566.0,2,18,1,0,0,0,9.86,544334.0,0
5,5.0,4241,2409.0,1,48,1,1,0,1,9.57,1201644.0,1
3,4.0,2147,9384.0,2,10,0,0,1,1,7.1,714135.0,0
2,3.0,1515,2724.0,2,106,0,0,0,1,3.85,562041.0,0
2,3.0,2221,2459.0,2,35,0,1,0,1,4.61,586640.0,0
3,3.5,2465,11484.0,1,46,1,1,0,0,16.47,741525.0,0
6,5.0,4054,3433.0,2,15,1,0,0,1,15.59,1035782.0,1
4,4.0,3150,4554.0,3,49,1,0,1,1,4.63,955897.0,1
2,2.5,1496,4080.0,2,116,1,0,0,0,4.41,497581.0,0
3,3.0,2222,2591.0,1,105,0,1,0,0,16.59,572325.0,0
5,5.0,3789,1671.0,1,31,1,0,0,1,11.73,1010401.0,1
2,2.0,1057,5879.0,2,47,0,1,0,1,10.3,388699.0,0
4,4.5,4016,5321.0,2,29,1,1,0,1,8.45,1107461.0,1
2,3.0,1651,7621.0,1,45,1,0,1,0,21.57,593055.0,0
3,4.0,2021,2476.0,2,20,1,1,0,0,17.54,544965.0,0
5,5.0,3141,2015.0,2,16,1,1,0,0,9.1,952122.0,1
5,5.0,3270,3997.0,1,37,0,1,0,0,8.1,916562.0,1
3,3.5,2488,2008.0,1,4,1,1,1,1,13.67,731620.0,0
3,3.0,2516,2199.0,3,102,0,0,0,1,2.03,747095.0,0
3,3.0,2094,3236.0,1,36,1,1,0,1,5.94,676112.0,0
3,3.5,2853,20000.0,1,34,1,0,0,1,12.44,1002263.0,1
4,4.0,3185,2643.0,1,5,1,0,1,0,19.46,813236.0,1
3,4.0,2962,3491.0,1,12,1,1,0,0,17.58,787732.0,0
5,5.0,3363,5888.0,1,45,1,1,0,1,6.56,1007066.0,1
3,3.0,2092,1983.0,1,43,1,1,0,1,7.96,640447.0,0
4,5.0,4070,2817.0,1,34,0,0,0,1,7.24,1062187.0,1
5,5.0,3371,2848.0,2,39,1,1,0,0,20.23,852472.0,1
3,3.0,2495,4886.0,2,77,1,0,0,1,3.68,789542.0,0
3,3.5,2585,3798.0,2,53,1,0,0,1,13.13,753416.0,0
3,3.0,3112,3122.0,1,24,0,0,0,1,1.61,823398.0,1
5,5.0,3789,4110.0,2,58,1,1,0,0,7.88,1084885.0,1
5,5.0,3493,2116.0,1,5,1,0,1,1,8.47,948685.0,1
3,3.0,2547,3172.0,2,60,1,1,0,1,13.03,763625.0,0
4,4.0,2389,3876.0,2,95,0,1,0,1,7.27,814078.0,1
5,5.0,4815,4221.0,1,24,1,1,0,1,8.53,1283866.0,1
4,4.5,2484,4680.0,2,104,1,0,0,1,2.86,807333.0,1
2,2.0,1670,1592.0,3,116,1,0,1,1,10.76,575162.0,0
3,3.0,2259,2003.0,1,6,1,1,1,1,14.83,634557.0,0
4,4.5,2906,7547.0,1,2,0,1,1,0,12.1,837490.0,1
2,2.0,1913,5987.0,1,96,1,1,0,0,12.65,512243.0,0
4,4.0,2771,1711.0,1,25,1,1,0,1,14.34,803942.0,1
4,4.5,3382,5077.0,3,115,1,1,1,1,10.03,994411.0,1
4,4.0,2944,1933.0,2,3,0,1,1,0,20.15,838757.0,1
3,3.0,2738,6271.0,2,88,1,1,0,1,4.84,829962.0,1
2,2.5,2028,8617.0,2,84,1,1,0,1,4.7,675197.0,0
5,5.0,3793,5496.0,3,11,1,0,0,0,13.0,1104405.0,1
3,3.5,2222,11037.0,1,71,1,1,0,1,7.31,745088.0,0
4,5.0,3419,4008.0,1,80,1,0,0,1,9.02,979270.0,1
4,4.0,3364,1902.0,2,19,0,0,0,0,14.71,760044.0,0
3,3.0,1716,4815.0,1,46,1,0,0,1,10.9,647192.0,0
3,4.0,2762,2335.0,1,90,0,1,0,1,3.11,812557.0,1
5,5.0,2976,4399.0,1,2,1,0,1,1,9.53,897892.0,1
3,4.0,1945,3251.0,3,15,1,0,0,1,7.65,596720.0,0
4,4.5,2729,3725.0,1,69,1,0,0,0,22.06,782836.0,0
3,3.0,2145,10046.0,2,102,1,0,0,0,17.4,624394.0,0
3,3.0,2296,3838.0,1,33,0,1,0,1,6.38,768124.0,0
2,2.0,1520,3865.0,3,21,0,0,0,1,2.68,509733.0,0
2,2.0,1523,12262.0,2,14,1,1,0,0,16.39,497723.0,0
3,3.5,2044,3887.0,1,113,1,1,0,1,8.39,645403.0,0
3,3.0,2237,7284.0,2,108,0,1,0,1,10.78,741471.0,0
3,3.0,2838,2870.0,1,26,1,1,0,1,4.37,696478.0,0
4,5.0,3378,2243.0,1,35,1,0,0,1,2.47,984959.0,1
3,3.0,2185,3145.0,1,70,1,1,0,1,1.53,724452.0,0
4,4.0,3637,3541.0,1,12,1,0,0,1,5.14,1008905.0,1
2,3.0,1815,4287.0,1,3,1,1,1,0,21.22,497928.0,0
5,5.0,4628,4603.0,1,44,1,1,0,1,4.01,1232292.0,1
2,2.5,1384,1880.0,1,10,0,1,1,1,2.99,447681.0,0
3,3.5,2579,1530.0,1,61,0,1,0,0,1.88,721865.0,0
1,1.0,693,1591.0,2,3,1,0,1,1,1.0,411585.0,0
5,5.0,4466,1529.0,2,46,0,1,0,1,8.94,1191040.0,1
3,4.0,3611,5387.0,2,48,1,0,0,0,15.71,922814.0,1
4,4.0,2379,5952.0,3,115,1,1,0,1,8.95,770945.0,0
6,5.0,4763,3489.0,2,78,1,1,0,0,11.85,1156610.0,1
4,4.0,2826,9877.0,1,6,0,0,1,0,19.0,777658.0,0
4,5.0,3427,4058.0,1,40,0,0,0,1,5.49,925501.0,1
6,5.0,5130,4029.0,2,40,1,0,0,1,2.64,1316326.0,1
1,1.5,879,4328.0,1,50,0,1,0,1,11.24,429972.0,0
4,5.0,2777,2813.0,2,14,1,0,0,0,15.07,727831.0,0
2,2.0,1618,4865.0,1,79,1,0,0,1,3.37,523127.0,0
4,5.0,3414,9906.0,1,42,0,1,0,0,23.95,880973.0,1
3,4.0,2354,3068.0,1,75,1,0,0,1,5.11,710775.0,0
2,2.0,1168,4384.0,1,83,1,0,0,1,6.33,431697.0,0
1,2.0,1197,1611.0,2,113,1,0,0,1,10.29,470000.0,0
5,5.0,4368,4840.0,2,41,0,1,0,1,8.19,1207625.0,1
3,3.0,1185,4018.0,1,29,1,1,1,0,9.1,418477.0,0
4,4.5,3489,5691.0,1,47,1,0,0,0,19.84,854505.0,1
3,3.0,2248,1717.0,2,78,1,1,0,1,3.57,650047.0,0
3,3.0,2688,3653.0,2,124,1,0,0,1,3.34,847211.0,1
3,4.0,2981,5506.0,2,81,1,1,0,1,9.59,905781.0,1
5,5.0,3929,7612.0,1,63,1,0,0,1,10.1,1208442.0,1
2,2.5,1274,1592.0,2,50,0,0,0,0,11.42,415012.0,0
5,5.0,3629,1695.0,1,69,1,0,0,1,3.65,1051597.0,1
3,3.0,2136,5981.0,2,70,1,0,0,1,4.38,738739.0,0
3,3.0,1782,6409.0,2,93,1,0,0,1,7.87,698432.0,0
5,5.0,4360,5328.0,1,23,1,1,0,1,4.0,1171003.0,1
3,3.0,2936,1613.0,1,87,0,1,1,1,8.97,859591.0,1
3,4.0,2373,6058.0,2,85,1,0,0,1,1.6,810076.0,1
3,3.5,1930,2678.0,1,120,1,1,0,1,1.56,667904.0,0
3,3.0,2747,4003.0,1,104,0,0,0,1,2.66,792428.0,1
5,5.0,3791,1837.0,1,50,1,1,0,1,1.72,1100496.0,1
4,4.0,2585,1619.0,2,19,1,0,0,1,8.95,832152.0,1
3,4.0,2576,1782.0,1,45,1,0,0,0,11.83,698258.0,0
5,5.0,3883,7964.0,2,35,1,0,0,1,12.64,1053011.0,1
4,5.0,2477,4678.0,1,98,0,0,0,1,0.5,807413.0,1
3,4.0,2098,1519.0,2,10,1,1,1,0,16.73,588339.0,0
3,4.0,2681,2128.0,2,40,1,0,0,1,8.34,698253.0,0
2,2.0,1574,2828.0,2,12,1,0,0,0,15.89,507401.0,0
3,3.0,2121,2710.0,1,6,1,1,1,1,6.38,727657.0,0
2,2.5,912,2709.0,2,58,1,0,0,0,15.42,436736.0,0
4,4.0,2895,2092.0,1,32,1,1,0,1,8.33,782674.0,0
2,2.0,1954,6976.0,2,64,1,0,0,1,7.14,680343.0,0
4,4.5,3148,6037.0,2,66,1,0,0,1,9.23,1000320.0,1
2,2.0,1652,5503.0,1,18,1,1,0,1,8.86,480004.0,0
2,3.0,2186,2930.0,1,10,0,1,1,1,9.51,727658.0,0
3,3.5,2723,4781.0,2,71,1,0,0,1,2.18,849890.0,1
2,2.0,1795,4388.0,1,26,1,0,0,0,15.51,555263.0,0
2,2.5,1979,4359.0,2,33,1,1,0,1,2.84,587052.0,0
3,4.0,2529,2733.0,2,18,1,1,0,1,1.73,838713.0,1
3,4.0,2468,2634.0,1,51,0,0,0,0,16.17,530539.0,0
3,3.0,1798,8134.0,3,58,1,1,1,0,12.96,594411.0,0
6,5.0,4104,2783.0,1,27,1,0,0,0,18.78,966488.0,1
4,5.0,2757,5391.0,1,14,0,1,0,1,5.85,870346.0,1
2,2.0,2046,2725.0,1,18,1,0,0,1,2.8,589406.0,0
6,5.0,5431,4585.0,2,52,1,1,0,0,21.36,1247556.0,1
6,5.0,3879,5776.0,1,32,0,0,0,1,5.83,1024817.0,1
4,4.0,2736,2474.0,2,72,1,1,1,1,9.44,846942.0,1
4,4.5,3478,7070.0,2,26,1,1,0,0,13.32,1004194.0,1
3,3.0,2516,1870.0,1,15,1,1,0,1,5.92,761804.0,0
3,3.0,2266,2732.0,1,5,0,1,1,1,3.53,666342.0,0
4,5.0,3699,5631.0,2,3,1,0,1,1,6.16,1113665.0,1
2,2.5,1397,1975.0,2,31,1,0,0,1,3.37,493483.0,0
4,4.0,2884,2077.0,2,32,1,1,0,0,14.52,802729.0,1
4,5.0,3389,6089.0,1,36,1,0,0,0,17.83,841025.0,1
4,4.0,3462,2361.0,1,14,1,1,0,1,3.22,1036400.0,1
4,4.5,3567,4558.0,1,97,0,0,0,1,8.94,940677.0,1
3,3.0,2350,11945.0,1,35,0,0,0,0,9.22,622047.0,0
4,5.0,2759,2528.0,1,35,1,1,0,1,11.09,867300.0,1
2,2.5,1664,2395.0,1,66,1,1,0,1,8.05,604239.0,0
3,3.0,2553,2254.0,2,12,1,0,0,1,12.21,751190.0,0
3,3.5,2603,2611.0,2,103,0,1,0,1,4.07,831113.0,1
3,3.5,1967,2798.0,1,80,0,0,1,1,8.3,680416.0,0
4,4.0,2942,1732.0,2,113,1,0,0,1,9.3,670833.0,0
2,2.5,990,3750.0,1,120,1,1,0,0,7.06,385752.0,0
3,3.0,2245,2416.0,2,72,1,0,0,0,20.38,457617.0,0
3,3.0,2218,5789.0,2,8,1,1,1,0,16.17,648823.0,0
2,2.5,2852,1789.0,2,38,1,0,0,0,21.97,576559.0,0
4,4.5,3045,8830.0,2,120,1,0,0,1,3.14,979911.0,1
5,5.0,3761,4666.0,2,26,1,1,0,1,5.77,1029724.0,1
5,5.0,3380,7405.0,1,51,1,1,0,1,3.19,1031151.0,1
3,4.0,2459,4521.0,1,119,1,0,0,1,7.63,754574.0,0
1,1.0,600,6310.0,2,51,1,1,0,1,2.3,352573.0,0
4,5.0,3190,1824.0,1,54,1,0,0,1,4.37,904394.0,1
2,2.0,1991,2664.0,1,6,1,0,1,1,7.27,534394.0,0
6,5.0,4238,2180.0,1,57,1,1,0,1,8.67,1241500.0,1
3,3.5,2261,4350.0,3,75,0,0,0,1,0.5,721344.0,0
5,5.0,4338,4364.0,2,27,0,0,0,0,18.66,1112685.0,1
2,3.0,1554,4046.0,2,34,1,0,0,0,17.21,447635.0,0
4,4.0,2965,10592.0,2,98,1,0,0,1,4.34,862034.0,1
4,4.5,3223,1976.0,1,45,1,1,0,1,4.8,925908.0,1
5,5.0,5169,3075.0,2,96,1,1,0,1,2.24,1366225.0,1
4,4.0,3129,4622.0,2,84,1,0,0,0,13.29,837589.0,1
2,2.0,1116,4098.0,2,24,1,0,0,0,12.79,369124.0,0
5,5.0,3475,1827.0,2,66,1,1,0,1,8.78,907436.0,1
4,4.0,3137,2457.0,1,23,0,0,0,0,15.27,744909.0,0
4,4.0,2451,2804.0,1,42,1,1,0,1,8.24,815018.0,1
3,3.5,2551,2714.0,2,35,0,0,0,0,12.41,727764.0,0
3,3.0,2333,1669.0,1,3,0,0,1,0,11.56,623328.0,0
2,2.0,1922,4860.0,2,42,0,1,0,1,8.71,594480.0,0
5,5.0,3610,3430.0,1,95,1,0,0,1,4.1,1074392.0,1
3,3.5,3089,1956.0,1,41,0,0,0,0,12.54,698220.0,0
4,4.5,3165,1620.0,1,110,1,0,1,1,12.38,878959.0,1
4,4.0,3853,3677.0,1,28,1,0,1,1,9.98,1104131.0,1
3,4.0,2552,2249.0,2,34,0,1,0,0,23.37,623619.0,0
3,4.0,2837,3221.0,1,14,1,1,0,0,15.88,704519.0,0
2,2.0,1422,4047.0,1,13,1,1,0,0,14.17,383628.0,0
3,3.0,2006,7336.0,2,24,1,0,0,1,5.38,689639.0,0
4,4.5,2994,9564.0,1,63,0,1,0,0,18.58,875918.0,1
3,3.0,2151,1531.0,1,26,1,1,0,1,2.06,599667.0,0
4,4.0,3457,5459.0,2,48,1,0,0,1,15.26,903104.0,1
5,5.0,3313,6281.0,1,69,1,1,0,1,3.53,1057207.0,1
