"reported_date_time","summary"
2021-03-03 01:00:00,"3 yellowish orange unidentified oval shaped objects sighted over northern South Carolina."
2021-03-03 02:25:00,"Observed 5 round orange lights in a line formation. I believe the formation was in a roughly SW to NE line,  ((Starlink satellites??))"
2021-02-25 23:45:00,"Long string os lights in trail. Some stacked line abreast and some had lateral separation consisting of a typical parallel approach a a"
2021-02-24 21:30:00,"Observed silver aircrafts at great rocket heights flying in tight formation, maneuvering in super tight formation, with clear blue sky."
2021-02-22 12:50:00,"Fast group of lights."
2021-02-19 13:00:00,"Lights in Line Abreast Formation  traveling independently"
2021-02-18 13:25:00,"This was definitely not from this earth Ive never seen one before ever"
2021-02-18 13:25:00,"Was driving east on hwy 58 when I looked up in the sky and noticed over 20 or more lights in a straight line moving south east. Sky was"
2021-02-18 13:00:00,"This string of lights was moving faster than a jet aircraft would at what appeared to be a comparable altitude."
2021-02-13 23:30:00,"Multiple lights in a formation disappearing one by one.  ((Starlink satellites??))"
2021-02-12 13:05:00,"String of ""stars"" travelling East at 0605 in Prescott, AZ.  (Sstarlink satellites??))"
2021-02-12 13:04:00,"15 objects flashing moving in formation fast across the sky.  ((Starlink satellites??))"
2021-02-11 13:00:00,"I was walking to the store I looked up and did see two parallel lines of lights close but not touching ((Starlink satellites??))"
2021-02-11 05:20:00,"Two different sightings in SE Arizona on same evening"
2021-02-09 14:15:00,"I got out of my van and noticed a straight line of lights traveling from north to south in a straight line.  ((Starlink satellites??)"
2021-02-06 04:00:00,"Seen 2 bright lights in the sky shortly after there were 4 more they seemed to come towards the ground but did not land.  I saw them ye"
2021-01-31 18:00:00,"3 objects in a triangle formation"
2021-01-31 17:43:00,"1433 N Williams St"
2021-01-31 03:30:00,"I can't really explain. There was about 10 objects or so. They came together than stot up into the sky. I was able to get my phone out"
2021-01-30 19:58:00,"30 approx. silver balls creating formations in the sky before vanishing"
2021-01-30 01:10:00,"A line of lights just appeared in the sky over the building on the street behind me. There was no sound. ((Starlink satellites??))t"
2021-01-28 22:10:00,"2 Rows of 4-5 vertical white solid lights moving slowly together in the evening sky, just over the tree lines.  ((Starlink satellites??"
2021-01-21 23:30:00,"We observed two red lights moving at incredible speeds in perfect formation over Charlotte."
2021-01-10 01:51:00,NA
2021-01-08 00:34:00,"I witnessed an otherworldly, purposeful formation of one of the most sacred forms of geometry: A Dodecahedron"
2021-01-06 03:00:00,"Strange light formation appeared to be surveying residential area"
2021-01-05 06:00:00,"I WENT OUTSIDE AT 1 AM TO SEE IF IT WAS CLEAR ENOUGHT TO SET UP MY VIXEN 120MM F/8.3 REFRACTOR TELESCOPE, IT WAS CLOUDY THEN I NOTICED"
2021-01-01 07:10:00,"Five of us watched a formation of about 40+ sparkling objects fade in and out below the moon for about 10 minutes."
2021-01-01 08:02:00,"Moving Orange Circle Formation, Seen over Multiple Blocks - Moving Rapidly and Shape Shifting"
2021-01-01 07:10:00,"4 orange lights , one behind the other. Then a 5th one  going faster to catch up. One by one they all went dark."
2021-01-01 05:02:00,"V formation made up of three dots rose out of the tree-line and then quickly disappeared."
2021-12-28 00:15:00,"See video. Three lights in triangle that disappeared one by one."
2021-12-27 03:15:00,"At first I thought it might have been a huge falling star but it never burnt out"
2021-12-25 04:15:00,"Distant light flew in, paused in the air for half a second, then accelerated away at an incredible speed."
2021-12-25 02:00:00,"Moving flashing object with colored lights"
2021-12-25 01:45:00,"4 Bright lights of indeterminant altitude traveling south to north spaced evenly apart."
2021-12-25 01:30:00,"Bright white object moving rapidly in elliptical patterns."
2021-12-23 10:15:00,"Silent craft moving then stationary between 3A and Merrimack River"
2021-12-21 23:00:00,"Me and My cousin Kelly were bored, joking around trying to get abducted by Aliens."
2021-12-18 01:52:00,"Chicago strange lights"
2021-12-17 05:00:00,"I was on the 13th floor and it was a few stories higher elevation than I was straight ahead over the water"
2021-12-16 05:45:00,"Viewed some red lights in the sky appearing to be moving north and slower than an airplane."
2021-12-14 04:30:00,"I was recording some shooting stars and ended up catching a ufo do a 90 degree turn."
2021-12-13 11:41:00,"Bright light moving through sky then disappeared"
2021-12-12 23:00:00,"I saw two bright white lights traveling on the exact same path that disappeared as a plane approached them."
2021-12-12 23:30:00,"A light that was fading in and out."
2021-12-13 01:15:00,"While taking an photograph of Christmas lights and stars in the dark evening sky, a ""V"" formation of eight lights appeared."
2021-12-12 07:00:00,"A light in the sky over San Francisco Bay in close proximity to OAK airport."
2021-12-04 23:30:00,"I long string of blinking lights. Impossible to tell if it was 100 feet up or 50,000 feet."
2021-12-04 03:00:00,"Sighting of odd light in night sky."
2021-12-04 01:25:00,"Seen moving light traveling East bound"
2021-12-04 01:30:00,"Loud Jet Noise, Round Red Lights flashed North to South, appeared 1 second later further west. Small White Object Went Toward It"
2021-12-01 11:00:00,"Pulsating light doing 90 turns and zig zags before shooting off then disappearing"
2021-11-24 23:00:00,"Two independently moving orange, fireball like, lights. Rapidly flying along a storm cloud, without making a sound."
2021-11-23 16:07:00,"We have eight images of UFO that we saw in the backyard"
2021-11-19 06:30:00,"It looked like a very large, slow satellite, and then it disappeared."
2021-11-17 02:00:00,"3 massive orange lights that seemed to be in a triangle formation moving slowly to my left, they werent to high up as they moved behind"
2021-11-16 01:35:00,"Grouping of small bright orange lights seen in Hillsborough County, Florida"
2021-11-15 05:40:00,"There was a very dim light moving extremely fast while star gazing. It headed north east and shot up fast shortly after leaving my view"
2021-11-15 03:33:00,"flashing green light zig zagging across the sky and making a humming noise as it flew over me."
2021-11-14 03:45:00,"Amber/Orange sphere witness at evening outdoor birthday party South of Hemet,Ca"
2021-11-13 18:00:00,"""Foo Fighter"" chased by two military helicopters"
2021-11-11 10:38:00,"Light moving erratically in a northwesterly direction over Lexington, VA"
2021-11-10 14:06:00,"Beautiful meteorite flashed by us just as the Spacex rocket flew overhead. The rocket was very high heading norteast and the meteorite"
2021-11-07 05:15:00,"Red flashing lights above Albany"
2021-11-04 22:35:00,"Small yellowish  blinking light, no sound, odd movement over my house"
2021-11-03 23:45:00,"Small bright light traveling NE over Northern New Haven county in CT"
2021-10-31 11:43:00,"Satellite-type speeding light in sky stopped near star, went 90 degrees in different direction."
2021-10-28 23:45:00,"Four orange/red lights flying in formation one minute apart."
2021-10-28 10:40:00,"Light moving randomly in sky.  ((NUFORC Note:  Possibly a celestial body??  PD))"
2021-10-27 23:30:00,"White light with a blue shield scanning Murrells Inlet."
2021-10-28 01:12:00,"I saw a bright light higher than I have ever seen before. It was brighter than the stars but seemed to be the same size as a star. It w"
2021-10-28 00:51:00,"8 Silver/Red Flashing Lights Seen Hovering Very High Above Los Angeles  By Three Women"
2021-10-26 12:15:00,"A multitude of objects following a pre-described path"
2021-10-25 12:20:00,"Saturday Oct 25th About 7:20pm i was driving south on Ridge Rd as i passed Wheeler Rd I first noticed three lights in a triangle format"
2021-10-24 16:04:00,"Triangular shape in sky made with 5 ufos"
2021-10-24 09:43:00,"White light passing W to E overhead, like an airplane, but not one."
2021-10-24 07:45:00,"I saw what looked like a bright and close star fall out of the sky after I looked at it, with a speed much faster than gravity."
2021-10-23 08:30:00,"Early morning site & short encounter"
2021-10-18 11:20:00,"I saw a star-sized light zig-zagging high in the dark morning sky."
2021-10-16,"Very bright, steady light in night sky that would engage in a series of bursts then become steady again."
2021-10-15 23:00:00,"White round light with no movement and no sound over the Hudson River viewable from the W. 60's in Manhattan"
2021-10-14 06:02:00,"I saw this flashing light in the north east horizon that was flashing in and out and darting across the sky."
2021-10-12 23:15:00,"Blinking or pulsating circular green light in the southern sky just below the Moon."
2021-10-11 05:30:00,"UFO craft over corona California"
2021-10-11 02:23:00,"Second sighting in 3 months"
2021-10-07 23:50:00,"Two Amber looking lights in the sky of Bridgeport"
2021-10-08 00:30:00,"I was looking up, in the direction of Sagittarius and suddenly, a stationary star started moving.  It traveled SE and disappeared in ju"
2021-10-05 02:21:00,"""Streaking Green Light""  ((NUFORC Note:  Good video, but anomalous light may be a lens flare, caused by a car headlight.  PD))"
2021-10-04 01:00:00,"Two bright Venus-like lights hang in sky, then dim at the same time until they disappear."
2021-10-03 03:00:00,"Bright orange light (looked as big as Jupiter), drifted/ moved NW to SE, appeared to be low in the sky, and disappeared by fading away."
2021-09-28 01:23:00,"Watched jet chase light that disappeared 2-3 times"
2021-09-26 23:40:00,"2 chrome objects hover over Fraser Michigan"
2021-09-26 15:00:00,"Blue light with absolute definition seen over Seymour"
2021-09-23 01:30:00,"Solid white light traveling very fast"
2021-09-21 05:35:00,"We seen three lights moving in fast formations above the apartment across from us. They were at first in a straight line but very quick"
2021-09-18 05:10:00,"At 10:10 pm I walked outside, scattered clouds in sky.  Clouds were moving slowly sideways.  Behind the cloud above my head were 3 circ"
2021-09-17 01:45:00,"Glowing light swoops down lands atop mountain emits bright lights then chased off by 6 silent helicopters with green lights"
2021-09-16 02:30:00,"Atmosphere entering Tracer Fire lights"
2021-09-15 22:30:00,"There was one big really bright light Lighting up the clouds and beside it was A smaller less bright light that was admitting beams of"
2021-09-15 14:23:00,"Very bright light,No noise led and followed by two other crafts"
2021-09-15 01:00:00,"Two lights hovering and interacting in a controlled manner."
2021-09-14 02:30:00,"I witnessed multiple strange white lights moving above me, in cloud cover on the evening of 09-12-2021 in the city of Temple Terrace, F"
